Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
hMPV-B_F (280D-490G).1,291,271.5,116,727,0,1364,111,0,75,426.5,0,567.5,1943.5,790.5,260.5,444.5,328.5,135.5,0,636,181.5,0,179.5,196.5,936,343,1973.5,203,456,879.5,303,1796.5,233.5,0,69,356.5,301.5,562,351.5,120.5,275.5,588,407,2154.5,674,109,418,290.5,0,1167.5,3586,497,360.5,0,0,346.5,995,298.5,0,113,2434.5,106,108,1383,84,907,605.5,278,662.5,388.5,1000.5,756.5,898.5,529.5,1970.5,568,0,75.5,0,0,238,345.5,220,0,1173,1182.5,0,0,0,0,435,340,239.5,0,0,164,0,524,0,0,50,1438,74,0,512.5,552,0,813.5,949,0,285,323.5,2131.5,0,0,190,135.5,3571,0,462.5,0,0,474,0,1648.5,0,158,0,0,578,0,0,101,574,0,0,0,529.5,0,0,0,952.5,0,0,1970.5,0,0,0,0,0,431,189,0,423,736,136.5,0,622.5,12,339.5,182,407,0,0,618,0,0,0,698,0,349.5,549,39,0,522.5,217,0,0,0,69,604,376,0,163.5,0,1386,142,115.5,399,0,832.5,804.5,980,253.5,0,1045,0,0,1052,0,102.5,366,0,0,1410.5,0,0,121.5,0,0,0,0,0,130,0,0,439.5,0,2803.5,392,0,731.5,793,453.5,294.5,1646,0,1548.5,144.5,0,1345.5,277.5,637,0,500,0,344.5,901.5,0,1794.5,0,226,0,1134,3220,0,1993,0,0,225.5,427,511.5,0,509.5,2996,874,1608.5,3705.5,766.5,2460.5,588,100
hMPV-B_F (280D-490G).2,181,301.5,400,2254,96,1501,106,0,244,555.5,311.5,562.5,1550.5,215.5,893.5,537.5,429.5,213.5,0,516,127.5,0,27.5,27.5,862,261,1528.5,224,861,1054.5,609,2643.5,1239.5,0,134,421.5,552.5,436,469.5,105.5,272.5,884,779,2286.5,795,80,234,292.5,0,1443.5,2515,549,344.5,0,0,329.5,1254,203.5,0,41,2374.5,315,211,1051,97,868,639.5,486,552.5,0,1355.5,658.5,392.5,891.5,1852.5,611,11,207.5,0,0,270,328.5,191,0,426,1109.5,0,339,990.5,11,392,1947,0,0,241.5,99,0,0,0,0,425,685,445,11.5,299.5,0,0,926.5,84,0,1199,0,737.5,0,89,205,646.5,4206,0,0,0,508,807,78,2272.5,0,0,0,669,68,0,0,0,0,0,0,0,159.5,0,0,0,268.5,0,0,0,0,0,0,0,0,764,0,0,0,551,31.5,217,0,332,2977.5,754,293,294,0,0,0,0,0,0,0,0,308,173,0,789.5,146,274,71.5,0,801,670,240,0,51.5,281,789,0,88.5,0,0,0,996.5,759,263.5,0,940,114.5,268,479,0,259.5,0,0,0,0,0,0,812.5,0,0,0,0,0,135,0,0,51.5,0,2241.5,0,0,1175.5,477,102.5,928.5,1159,0,1440.5,158.5,453,818.5,0,0,625,245,0,0,972.5,808.5,1910.5,0,429,0,1548,2406,0,1086,0,88.5,392.5,488,0,1069,775.5,3643,1310,1334.5,3162.5,726.5,1080.5,609,326
hMPV-B_F (280D-490G).3,164,129.5,226,1774,0,2754,101,0,135,279.5,3.5,581.5,1815.5,414.5,1100.5,603.5,443.5,143.5,0,485,167.5,0,62.5,55.5,270,763,1227.5,53,1249,789.5,577,771.5,982.5,0,53,250.5,350.5,693,0,114.5,549.5,624,72,1937.5,941,12,217,90.5,0,777.5,3297,445,381.5,0,0,210.5,777,190.5,423.5,182,1987.5,274,55,1002,2,985,1018.5,504,401.5,62.5,1302.5,772.5,622.5,287.5,1415.5,907,0,331.5,0,0,46,242.5,168,0,978,763.5,0,393,621.5,0,14,1685,197.5,0,0,0,0,390,0,0,264,1497,376,0,372.5,580,0,1009.5,1336,4,20,1548.5,0,0,576,868,1044.5,1064,0,569.5,0,0,1158,190,0,0,0,0,0,494,0,0,0,547,252,0,147,0,0,0,0,294.5,0,0,4153.5,1.5,0,221.5,0,0,0,0,0,95,0,189.5,0,386.5,15,0,0,1827,0,488,420,0,0,0,435,0,606.5,292,0,0,347.5,383,0,373.5,0,986,722,337,250,37.5,398,1548,370,458.5,240,0,0,1001.5,1428,369.5,0,730,0,0,0,0,593.5,413,0,0,2448.5,0,0,727.5,254,213,0,0,0,561,0,0,28.5,0,2018.5,0,8.5,133.5,479,665.5,0,1297,0,1792.5,0,53,955.5,1025.5,3426,2347,0,391,0,865.5,493.5,1925.5,0,870,0,584,2741,0,1377,0,288.5,540.5,253,525.5,1808,714.5,1800,803,1164.5,4161.5,1105.5,1912.5,711,307
hMPV-B_F (280D-490G).4,113,61.5,125,0,42,101,178,0,176,121.5,236.5,361.5,1005.5,593.5,679.5,213.5,293.5,152.5,0,384,184.5,0,7.5,82.5,271,149,551.5,195,1064,751.5,600,1568.5,67.5,0,117,84.5,16.5,441,379.5,82.5,193.5,0,1382,1549.5,620,0,306,56.5,0,468.5,1573,527,303.5,0,0,175.5,798,222.5,0,149,1755.5,423,6,808,68,366,310.5,468,640.5,94.5,483.5,266.5,757.5,495.5,1055.5,397,0,0,0,0,242,182.5,100,0,537,336.5,0,202,0,0,386,0,0,0,0,0,269.5,91,0,0,220,1016,251,0,0,195,0,1056.5,711,0,445,0,0,0,0,206,579.5,397,0,0,0,0,305,89,734.5,0,0,0,2519,176,0,60,0,345,0,0,0,530.5,0,0,0,618.5,0,64,0,0,0,957.5,0,0,433,0,0,163,656,688.5,0,340.5,0,1003.5,94,0,346,0,202,0,0,0,531,0,98.5,0,40,0,251.5,175,160,0,0,990,401,0,416,0,314,1295,144,0,0,0,1211.5,733.5,632,187.5,0,381,0,0,0,0,25.5,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0,38,0,0,2198.5,1010,0,248.5,271,0,55.5,282,0,811.5,346.5,382,730.5,0,7702,0,181,63,0,1023.5,368.5,3096.5,172.5,0,140.5,646,1552,0,665,0,254.5,252.5,457,148.5,0,368.5,2347,412,932.5,2759.5,1168.5,1884.5,347,0
hMPV-B_G (52D-238S).1,643,663.5,533,54,500,2445,95,0,447,3796.5,1877.5,677.5,1776.5,2607.5,3431.5,192.5,107.5,0,0,183,179.5,118.5,270.5,104.5,0,603,1579.5,0,1296,4738.5,1896,1464.5,1069.5,0,814,0,685.5,138,502.5,0,0,504,2780,511.5,278,19,487,190.5,1419.5,3575.5,1115,351,870.5,0,879.5,465.5,1852,690.5,0,213,342.5,71,26,359,1647,520,87.5,845,298.5,1942.5,409.5,725.5,852.5,2571.5,643.5,953,639,156.5,3118,2725,86,882.5,0,0,680,3114.5,0,390,0,0,0,1810,491.5,0,0,2098,484.5,8,245,0,1849,42,175,0,0,0,81.5,0,0,28,266,0,510.5,0,0,3598,223.5,2310,24.5,0,0,236,60,0,1806.5,0,0,0,0,179,0,0,0,0,0,0,0,718.5,0,0,0,1235.5,0,0,0,0,0,0,0,0,755,1076,0,2238,54,435.5,0,525.5,0,0,0,2665,0,758,508,0,0,0,0,0,0,809,529,148,3808.5,288,144,0,0,1263,571,1129,284,1127.5,394,594,689,241.5,315,0,0,369.5,6622,320.5,0,0,1096.5,0,1223,0,442.5,368,50.5,352.5,499.5,0,596,816.5,0,0,0,0,960,0,794,0,737.5,656.5,150.5,30,93.5,523.5,407,655.5,0,0,0,623.5,0,0,625.5,0,0,0,2994,0,3256.5,1081.5,4055.5,590.5,572.5,1157,1552.5,0,0,0,0,0,229.5,59.5,539,1720.5,2075,565.5,281,8299,2602.5,7404.5,1830.5,4441.5,0,3308
hMPV-B_G (52D-238S).2,851,323.5,865,3086,860,2788,266,797.5,507,3971.5,1630.5,775.5,1102.5,3257.5,2963.5,392.5,148.5,86.5,0,332,239.5,404.5,37.5,258.5,94,1800,1303.5,80,1904,6362.5,1596,1392.5,788.5,0,1115,46.5,1074.5,172,649.5,0,56.5,1029,2701,606.5,734,100,958,204.5,1531.5,5129.5,1256,458,748.5,117.5,494.5,285.5,2207,611.5,0,161,411.5,133,102,322,1946,343,86.5,957,352.5,1770.5,423.5,400.5,1233.5,3091.5,915.5,628,223,506.5,1889,3138,88,1204.5,35,0,1710,3351.5,0,460,1229.5,309,302,1557,43.5,697,0,1913,1450.5,97,89,0,1955,271,680,193.5,0,385,58.5,151.5,152,101,1433,692.5,1527.5,126.5,0,3556,71.5,938,0,0,0,571,380,0,3581.5,0,0,0,1474,756,305,72,123,0,610,0,0,43.5,0,0,0,800.5,268,0,0,0,0,195.5,0,0,1655,1100,0,1728,380,1325.5,0,0,181,1525.5,128,344,0,428,109,0,0,0,218,0,847.5,983,685,0,4346.5,341,81,0,0,2475,371,1394,336,3957.5,257,859,821,171.5,646,0,0,0,6715,137.5,0,0,283.5,0,1380,0,557.5,0,0,892.5,0,696,312,1336.5,0,331,0,0,0,0,47,0,31.5,311.5,96.5,0,0,697.5,243,312.5,288.5,0,0,373.5,0,359,1177.5,0,1238,3381,2805,179,4128.5,1623.5,3753.5,2159.5,428.5,931,576.5,963,514,1086,0,0,267.5,136.5,698,3048.5,489,265.5,430,9215,2760.5,5506.5,2463.5,4695.5,223,3073
hMPV-B_G (52D-238S).3,399,273.5,719,1804,431,1861,148,788.5,716,1929.5,2410.5,1187.5,0,1453.5,3141.5,554.5,184.5,161.5,0,535,273.5,215.5,130.5,153.5,10,1452,1673.5,68,2087,5886.5,2015,1812.5,888.5,0,1003,0,1431.5,97,787.5,115.5,90.5,427,3202,710.5,467,95,985,232.5,1562.5,3995.5,1539,485,1003.5,475.5,451.5,354.5,2232,118.5,0,361,379.5,61,92,479,1826,361,196.5,972,625.5,1211.5,365.5,684.5,1201.5,2789.5,1091.5,708,217,227.5,1967,2914,52,1121.5,32,0,1513,1971.5,0,404,452.5,157,383,961,0,1017,0,172,2070.5,0,0,0,3254,0,331,236.5,422.5,0,227.5,1104.5,0,274,292,910.5,1086.5,228.5,0,4399,0,2172,247.5,0,0,513,1215,190,3631.5,0,0,0,3223,246,0,0,772,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,1265,246,0,4089,531,688.5,58,770.5,175,1023.5,431,722,0,0,221,0,0,0,176,0,104.5,299,1575,15,7305.5,244,548,0,0,584,497,1485,596,2501.5,346,1205,878,268.5,835,0,3197.5,113.5,6349,203.5,0,0,754.5,0,986,0,704.5,0,987.5,222.5,1581.5,0,252,3847.5,292,41,0,0,0,0,0,0,1682.5,318.5,110.5,0,216.5,34.5,331,253.5,0,0,0,777.5,340.5,0,2452.5,363.5,0,0,2838,56,3350.5,614.5,3653.5,3078.5,1581.5,1709,1870.5,790,699,0,346,0,639.5,72.5,700,1768.5,0,169.5,375,5309,2101.5,4990.5,2367.5,5859.5,283,3181
hMPV-B_G (52D-238S).4,289,252.5,534,1306,357,803,138,0,541,2071.5,2245.5,720.5,1026.5,3487.5,2775.5,304.5,186.5,119.5,0,343,282.5,388.5,156.5,101.5,0,1461,520.5,0,1672,5321.5,1976,1022.5,1173.5,0,832,62.5,1025.5,146,945.5,169.5,119.5,43,3840,593.5,684,81,576,313.5,1007.5,3948.5,1277,499,686.5,0,882.5,219.5,1495,547.5,0,505,488.5,80,37,339,1876,732,90.5,979,166.5,1388.5,168.5,405.5,740.5,2684.5,582.5,684,0,34.5,1097,2347,218,896.5,35,0,718,1551.5,0,565,62.5,510,346,1083,0,365,0,451,1199.5,0,0,734.5,1973,219,170,635.5,445.5,0,159.5,394.5,0,292,1070,1273.5,0,586.5,803,4019,1765.5,0,0,0,0,1484,630,261,3869.5,0,0,0,4861,0,0,555,711,101,536,0,0,128.5,0,0,0,20.5,133,0,0,0,0,410.5,0,0,744,767,0,2963,149,625.5,332,131.5,0,2241.5,0,617,0,0,0,0,0,0,0,0,0,320,714,38,3654.5,585,0,0,0,2764,564,1390,636,1505.5,345,2533,705,428.5,507,0,1181.5,188.5,6325,263.5,0,53,337.5,0,464,0,576.5,522,322.5,0,602.5,82,0,0,777,234,0,0,0,0,0,0,0,15.5,213.5,478,0,204.5,336,65.5,909.5,193,0,661.5,0,0,845.5,260.5,4182,5512,1651,206,2583.5,1434.5,2627.5,2680.5,0,2206,1596.5,2011,714,0,155,0,573.5,322.5,820,3286.5,2106,48.5,407,5923,1668.5,5624.5,1548.5,2422.5,461,2485
hPIV-1 12O3_F.1,4560,2891.5,5148,7427,2039,7717,4917,6080.5,1819,8277.5,6814.5,7441.5,6902.5,8599.5,8226.5,5317.5,7614.5,3168.5,2532,1834,5192.5,1007.5,4299.5,4460.5,4300,1786,10637.5,7210,8724,3890.5,4059,5281.5,3339.5,3376.5,4282,4554.5,4199.5,6506,5571.5,3942.5,5581.5,11885,9740,7582.5,7773,955,7138,5165.5,3510.5,8140.5,5098,7437,2864.5,3077.5,4568.5,5817.5,2880,7335.5,2389.5,4921,4529.5,3280,2448,4639,4423,2727,5480.5,5966,3021.5,10926.5,2111.5,6737.5,7577.5,13784.5,11512.5,6801,7429,2628.5,8117,614,3482,3106.5,3675,6560.5,5346,8487.5,0,11238,1389.5,3064,3724,1912,2832.5,0,0,1002,637.5,2006,855,619.5,4142,2372,1954,1573.5,2941.5,1164,1744.5,467.5,1777,834,4728,821.5,1679.5,7531.5,0,1041,3137.5,9043,1174.5,300.5,788,5953,3544,2517,2358.5,0,324,1523,721,964,999,589,475,900,1272,499,1716,980.5,4804,0,0,9122.5,633,462,0,55.5,1812.5,672.5,3513,478,4444,0,9034,1763,4527,973.5,3876,5928.5,1017,191.5,5100,0,500,0,986,0,0,5146.5,1089,2416,379.5,829,6093,7393,2381.5,2527,1066,473.5,945.5,19180,4915,4084,1737,5473.5,8118,7831,4821,3702.5,2440,3997,6144.5,6679.5,7890,6527.5,2926,7406,9463.5,681,2908,479.5,8847.5,4456,4838.5,1181.5,4893.5,367,2807,4820.5,3280,0,0,0,0,1110,0,0,1324.5,3244.5,2673.5,4386,3313.5,10930.5,4699,1650.5,976.5,1801,2525,3224.5,62.5,1856,907.5,2460.5,1816,9613,4751,7494,15164.5,4843.5,1032.5,2527.5,846.5,1952,2246.5,5041,9952,8568,13376,767,3139.5,1604.5,4897,7838.5,25694,12764.5,6418,6489,3987.5,7595.5,5949.5,4703.5,5716,12408
hPIV-1 12O3_F.2,6345,3559.5,3377,7484,4266,9653,4847,6081.5,3696,6260.5,10307.5,6821.5,6480.5,9024.5,5200.5,6529.5,6193.5,2134.5,2869,2091,4146.5,1711.5,4488.5,7771.5,4455,3099,9130.5,6452,10149,4406.5,3632,5494.5,7194.5,3885.5,4533,5116.5,4460.5,5452,6458.5,5278.5,5304.5,12835,9823,7953.5,6965,1001,3520,5199.5,3098.5,7336.5,6474,7059,2203.5,2297.5,6197.5,7181.5,2174,6232.5,3911.5,9286,3887.5,5344,2024,4698,2810,3406,5362.5,7737,3159.5,4715.5,2792.5,5554.5,6573.5,15986.5,11364.5,8831,7343,2843.5,9074,693,4085,3062.5,3195,6080.5,5564,6834.5,413,12037,465.5,2552,7774,3344,2449.5,0,10.5,690,727.5,1458,0,900.5,2849,3383,1311,635.5,3509.5,293,1331.5,1075.5,1106,1315,5602,1177.5,0,6092.5,443,612,2256.5,8905,2557.5,0,1110,7336,4783,2287,5352.5,0,269,1425,2515,611,0,0,0,711,176,270,2375,87.5,4533,0,1648,9360.5,0,165,0,1124.5,81.5,847.5,5080,437,2062,0,9148,2278,1451,195.5,5928,5247.5,38,2495.5,4403,2154,1202,488,624,0,0,3908.5,815,1188,14.5,813,3811,5716,2670.5,2793,704,0,799.5,19682,5264,5527,3149,5440.5,5997,9604,5733,2799.5,3890,9042,4482.5,7336.5,8290,6357.5,2823,5700,11437.5,505,3696,2307.5,8562.5,3291,6146.5,1392.5,2214.5,1635,6031,4261.5,3819,389,0,0,0,2844,0,0,880.5,3295.5,4562.5,3191,2630.5,7021.5,5386,1907.5,730.5,3300,0,2695.5,460.5,3086,1258.5,752.5,3921,5258,2178,9058,15583.5,6921.5,1101.5,5602.5,0,4863,1191.5,3461,12079,13246,7597,557,4276.5,2957.5,4445,12162.5,26494,8001.5,7349,6771,4331.5,6071.5,10730.5,4194.5,12400,11873
hPIV-1 12O3_F.3,6843,3725.5,6152,5988,3392,8717,5656,1540.5,2476,8274.5,12882.5,6557.5,5811.5,8721.5,4848.5,6713.5,6868.5,2428.5,2594,2653,6653.5,1173.5,5542.5,5677.5,4472,3721,8551.5,6460,11365,5748.5,3752,5141.5,7868.5,3825.5,4645,4880.5,5871.5,6784,5416.5,4959.5,5322.5,10660,8425,6290.5,7194,844,7279,5187.5,3609.5,6066.5,10105,7432,2782.5,3119.5,8107.5,6250.5,2416,3300.5,2521.5,8575,5792.5,3717,1395,5614,3660,2320,4210.5,7295,4168.5,3919.5,3979.5,5387.5,6103.5,16328.5,11679.5,6667,6001,2278.5,10170,700,3168,2624.5,3000,7667.5,1847,6782.5,0,11513,992.5,1889,5965,2356,2677.5,0,0,385,546.5,1045,589,912.5,2397,3903,1811,654.5,3274.5,1010,1697.5,603.5,1515,736,5061,2836.5,0,5646.5,2075,2005,2373.5,8948,2543.5,710.5,0,7738,6302,1646,2395.5,0,33,175,0,457,0,0,768,821,1266,242,6885,1001.5,4527,753.5,1966,8334.5,0,0,0,238.5,1857.5,961.5,2538,347,3092,0,7710,1937,3676,474.5,7560,5271.5,155,2301.5,4350,0,1244,0,1088,0,0,6481.5,302,2619,0,465,4667,8178,3765.5,2804,761,984.5,2409.5,20014,4722,5176,3664,6891.5,8654,7547,5161,3325.5,3235,8131,7265.5,10451.5,9784,4466.5,3135,7536,10306.5,227,3987,2511.5,8638.5,4874,5740.5,2020.5,4812.5,790,6789,4845.5,5584,144,0,797.5,0,1540,0,0,1148.5,1599.5,5223.5,3059,2110.5,6258.5,5751,2400.5,1539.5,3234,0,3791.5,1145.5,2437,1261.5,1605.5,3733,6101,2601,7549,17276.5,5196.5,1067.5,6055.5,0,3557,747.5,3657,11181,10671,9071,792,5979.5,1488.5,4818,23527.5,23025,6693.5,6270,6369,4544.5,8693.5,10270.5,4391.5,10784,11703
hPIV-1 12O3_F.4,2689,3475.5,5722,8280,1796,2074,2305,5594.5,2514,9073.5,18011.5,5811.5,6784.5,4749.5,5487.5,4982.5,8617.5,4989.5,1743,2392,4423.5,1196.5,4199.5,5726.5,4162,2142,11211.5,5766,9968,5353.5,5105,2658.5,9218.5,2368.5,6618,2537.5,3589.5,9539,5045.5,3780.5,7707.5,12678,5981,6807.5,5792,1894,4177,5333.5,3438.5,5376.5,5616,8867,2824.5,4246.5,4904.5,7542.5,2340,8433.5,2256.5,11156,3799.5,7099,2084,2979,4671,3088,3250.5,6845,4587.5,5876.5,2347.5,6170.5,7112.5,14678.5,12317.5,5607,12172,1813.5,13880,1120,3858,2443.5,3526,8209.5,2676,4918.5,241,9860,906.5,3549,3328,0,730.5,79,870.5,816,2123.5,1627,174,332.5,2966,2411,2535,2898.5,1553.5,931,1877.5,152.5,2036,1885,5269,94.5,0,6375.5,595,1431,2992.5,3564,2124.5,552.5,1324,5127,2884,4083,2821.5,0,1023,362,0,1133,36,818,0,730,791,0,1742,1289.5,5905,729.5,588,9410.5,88,1591,0,1126.5,521.5,2489.5,3269,445,4500,0,5331,2374,2862,1582.5,3325,5964.5,414,1429.5,6516,0,3015,0,1412,0,0,3445.5,1017,2509,282.5,628,3895,7058,3227.5,2798,216,1046.5,579.5,21507,4180,5091,7391,5962.5,9396,5829,3982,3130.5,2253,6332,3497.5,9068.5,8811,6886.5,2062,8052,9128.5,663,4395,4729.5,10945.5,6173,3807.5,1486.5,2579.5,584,4227,4074.5,6159,278,0,0,0,1053,0,0,1487.5,4392.5,3058.5,2768,4898.5,11155.5,4792,1851.5,1190.5,5849,0,3493.5,725.5,1560,1788.5,1323.5,5778,7716,3224,9370,19287.5,4629.5,1150.5,7003.5,1244.5,3492,2689.5,6327,18556,3648,10626,907,5592.5,2786.5,5421,17878.5,26324,10137.5,10013,7190,3177.5,8176.5,12167.5,4578.5,8911,14608
hPIV-1 12O3_H.1,2906,1234.5,2064,3269,1663,3621,2789,1490.5,1435,5131.5,9704.5,3276.5,1738.5,4795.5,4678.5,3263.5,2335.5,1552.5,1100,3876,2127.5,1198.5,2901.5,4444.5,2907,2151,5683.5,3746,4820,1773.5,2456,3898.5,3388.5,1291.5,1680,2957.5,5384.5,5166,3576.5,3403.5,4314.5,6669,5703,3502.5,5098,1006,4255,3143.5,1587.5,3847.5,3607,2645,3902.5,3453.5,2800.5,5480.5,2270,4240.5,608.5,4597,3010.5,1842,2146,3646,1899,2332,2036.5,2824,3449.5,2819.5,1842.5,2885.5,3448.5,9756.5,6951.5,4223,1569,4070.5,5232,2057,3075,1952.5,3491,3858.5,1988,4643.5,1585,9208,752.5,6079,2194,1132,1387.5,0,2385.5,1875,1660.5,790,604,0,3086,4838,1011,354.5,1170.5,1220,1352.5,2025.5,724,1087,2650,1760.5,0,911.5,1553,1549,1127.5,5824,4719.5,1139.5,422,772,3158,949,2835.5,0,0,834,0,1518,314,240,1521,408,2125,205,574,783.5,347,745.5,0,3506.5,715,1278,0,0,95.5,1956.5,1674,318,1398,218,1674,949,1255,1371.5,1538,466.5,99,0,3867,319,0,323,656,0,0,786.5,953,861,0,304,3950,6645,3508.5,1745,568,1879.5,6724.5,16079,2720,2738,1743,1631.5,6675,3798,2577,1506.5,5510,3620,3460.5,5014.5,5563,2293.5,1581,3966,5813.5,1008,5788,0,5475.5,3203,4056.5,9671.5,2916.5,3773,6415,4814.5,1613,733,4461.5,0,0,2517,0,0,968.5,2095.5,1204.5,2068,2063.5,4744.5,2013,451.5,969.5,6,6884,913.5,1745.5,2179,3541.5,1855.5,9365,2852,2840,655,7177.5,4832.5,1914.5,4614.5,0,2779,760.5,1955,1024,10644,846,0,4435.5,3326.5,2174,8662.5,16798,5374.5,1953,4104,3213.5,3969.5,2709.5,2260.5,5246,7404
