Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).3",404,139.5,152,1104,129,2188,230,0,59,262.5,273.5,198.5,569.5,677.5,131.5,271.5,449.5,101.5,0,204,183.5,136.5,817.5,47.5,457,1029,413.5,275,351,152.5,564,318.5,549.5,184.5,128,1521.5,202.5,341,326.5,154.5,1271.5,0,0,152.5,338,214,372,460.5,0,210.5,305,352,311.5,0,359.5,206.5,457,212.5,0,120,170.5,139,99,73,0,0,157.5,57,0,145.5,202.5,123.5,0,5196.5,87.5,449,0,0,0,0,222,197.5,86,0,242,357.5,0,557,0,0,0,0,0,0,0,0,0,245,0,0,34,290,324,0,0,0,0,0,0,0,0,737.5,0,0,0,167,0,0,0,0,0,193,0,62,0,0,0,0,0,224,0,6,100,0,0,0,0,0,0,0,0,332.5,0,0,0,0,0,148.5,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,16,0,0,62,474,0,344.5,377,0,0,0,670,988,0,640,67.5,1898,881,949,929.5,243,0,0,457.5,575,149.5,0,0,0,0,0,0,0,1010,0,260.5,0,0,0,0,451,0,0,0,0,0,0,0,460.5,1129.5,645.5,975,1333.5,2020.5,1038,179.5,0,0,0,0,0,0,313.5,0,0,0,677,0,136.5,2602.5,0,1203.5,0,0,0,832,1039,0,715,44,1328.5,463.5,491,1182.5,1578,949.5,659,847,2762.5,845.5,1008.5,1076.5,482,374
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).4",378,265.5,224,45,159,2290,244,0,190,12.5,333.5,274.5,523.5,427.5,209.5,141.5,438.5,61.5,0,217,153.5,159.5,656.5,63.5,438,301,910.5,119,268,371.5,389,581.5,214.5,189.5,284,1747.5,0,338,658.5,272.5,1133.5,0,0,189.5,360,349,156,230.5,0,183.5,237,244,212.5,0,228.5,323.5,314,122.5,0,26,226.5,324,135,94,0,0,171.5,16,0,164.5,144.5,82.5,142.5,5127.5,0,1231,0,0,0,0,124,167.5,26,65.5,314,361.5,0,0,0,0,225,0,1.5,0,0,0,0,0,0,0,0,0,106,0,69.5,0,0,793.5,0,0,0,749.5,0,0,0,936,2.5,0,0,0,0,0,147,0,0,0,0,0,0,0,0,50,126,0,0,0,0,0,0,0,0,272.5,0,0,0,0,0,0,0,320,117,0,0,41,0,0,10,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,242,428,0,141.5,826,0,0,0,1568,1105,267,525,375.5,1650,803,1497,758.5,350,0,514.5,209.5,533,205.5,0,1221,0,0,0,0,372.5,0,0,828.5,0,0,417,2016.5,0,0,0,0,0,0,0,0,105.5,0,412.5,799,340.5,1039.5,901,0,0,0,0,0,0,0,435.5,454.5,456,0,246,31,0,294.5,486.5,1066.5,427.5,329,289.5,1122,1752,0,804,0,1125.5,631.5,862,2526.5,0,644.5,1097,908,1916.5,1977.5,1051.5,1904.5,726,504
MERS-CoV_S2.1,479,523.5,1476,2347,340,3866,187,0,200,277.5,2265.5,110.5,1163.5,797.5,547.5,1008.5,459.5,45.5,149,423,114.5,0,2927.5,331.5,2908,577,2097.5,622,767,669.5,649,1401.5,583.5,747.5,47,6414.5,284.5,546,758.5,687.5,250.5,0,314,368.5,1023,0,168,1671.5,0,219.5,303,310,331.5,0,152.5,1065.5,1026,261.5,0,298,129.5,0,947,62,58,985,585.5,1284,433.5,87.5,538.5,230.5,0,12156.5,7241.5,579,386,78.5,494,0,468,23.5,86,20129.5,357,640.5,0,720,3559.5,523,0,0,0,0,0,141,151.5,0,0,0,0,10487,0,0,504.5,0,0,622.5,34,0,0,9.5,0,0,1387,0,0,1637,383.5,0,1926,498,858,563,1432.5,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,528.5,0,0,0,0,0,152.5,0,0,0,194,0,1471,0,645.5,28,301.5,0,418.5,2206,0,538,28,0,0,0,0,77,0,0,0,2387,3575,4509.5,9628,0,284.5,4129.5,0,609,81,1159,489.5,1160,2541,79,1462.5,0,221,0,1378.5,137,282.5,119,708,0,0,0,0,1434.5,336,0,0,4571.5,0,0,0,308,0,0,0,4941,0,711,1358,1129.5,416.5,7318.5,6350,958.5,1199.5,8280,508.5,7847.5,0,0,1085.5,762.5,278,2021.5,237.5,0,6272,1240,246,3288.5,4259.5,0,2185.5,1195.5,1315,0,1329,1015,1527,580,4179,1589.5,9258.5,2318,2653.5,4251,3866.5,1890,1226,2229.5,1397.5,2247.5,2185.5,3288,238
MERS-CoV_S2.2,519,689.5,1700,3855,434,3568,305,0,211,376.5,2312.5,25.5,1797.5,1131.5,687.5,451.5,547.5,153.5,21,681,95.5,0,6124.5,363.5,2743,822,3911.5,555,1120,749.5,381,1446.5,339.5,505.5,0,6242.5,185.5,559,1003.5,444.5,241.5,425,1063,536.5,990,35,254,1993.5,0,266.5,196,435,263.5,0,89.5,1297.5,700,398.5,218.5,384,143.5,151,409,115,30,1416,391.5,1447,1218.5,102.5,451.5,311.5,193.5,10109.5,675.5,751,183,56.5,468,0,480,0,91,741.5,488,495.5,0,144,3951.5,1671,23,0,282.5,0,0,0,0,0,0,0,9,0,313,0,0,0,0,87.5,971,0,406,0,1673.5,0,1477,309,0,818,0,0,666,0,0,0,2330.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5,0,0,0,0,0,0,0,0,0,0,0,1598,200,0,0,508.5,0,266.5,0,0,0,0,0,0,0,0,0,0,0,82,3457,3584,6897.5,9052,0,535.5,4506.5,0,765,271,770,657.5,1194,2193,372,1670.5,0,0,0,1398.5,454,404.5,163,92,0,0,0,0,1770.5,0,0,0,4395.5,0,74,616.5,962,0,0,0,1638,0,0,1332,1782.5,1342.5,4453.5,3688,1923.5,2300.5,7287,204.5,5283.5,961,0,227.5,1479.5,1358,3212.5,1219.5,101,774,2181,0,5182.5,5623.5,1123.5,2960.5,591.5,1685,0,2301,1014,0,496,2503,1557.5,10428.5,3697,3845.5,11007,6282.5,2198,1390,3469.5,3078.5,3196.5,1880.5,3642,59
MERS-CoV_S2.3,307,513.5,1530,4681,462,1548,215,0,254,412.5,1849.5,96.5,1420.5,999.5,424.5,580.5,592.5,40.5,166,432,121.5,10.5,3014.5,319.5,2824,1318,3086.5,372,1014,1024.5,353,1520.5,572.5,491.5,0,6694.5,532.5,324,903.5,616.5,241.5,0,738,424.5,995,44,210,1991.5,0,120.5,286,181,191.5,0,14.5,1027.5,618,183.5,0,159,131.5,88,662,35,28,1112,366.5,972,96.5,129.5,516.5,103.5,216.5,9180.5,649.5,309,401,0,571,0,474,16.5,102,881.5,420,423.5,0,695,3718.5,1051,99,0,0,0,0,0,0,101,0,0,0,479,71,0,381.5,0,0,1199.5,428,0,371,2012.5,0,0,390,612,0,860,168.5,297.5,586,340,519,85,2131.5,0,0,0,0,254,0,0,295,0,0,0,0,244.5,0,0,0,318.5,0,0,0,0,0,117.5,0,0,0,0,0,1190,0,171.5,523,296.5,0,0,0,0,114,0,147,0,0,0,58,0,0,236,3240,2718,8158.5,13181,337,1201.5,7244.5,1093,893,142,1677,1403.5,811,2387,169,2213.5,0,0,1365.5,1355.5,366,0,125,215,0,0,873,0,3010.5,157,0,0,5549.5,0,329,0,825,0,0,0,5147,0,0,1724,1555.5,662.5,4628.5,4069,1186.5,1680.5,8816,0,8669.5,205,0,609.5,2360.5,239,2074.5,1052.5,0,9108,922,519,5744.5,4186.5,1403.5,3871.5,399.5,1659,0,2496,1181,0,467,3442,2055.5,5818.5,2448,8104.5,14025,6645.5,1914,1104,2936.5,4668.5,3053.5,1886.5,4061,242
MERS-CoV_S2.4,322,355.5,2233,2102,416,2714,320,0,171,210.5,2105.5,63.5,715.5,687.5,236.5,574.5,876.5,66.5,117,409,174.5,0,2603.5,600.5,2348,951,2056.5,601,328,713.5,926,1316.5,219.5,723.5,0,6452.5,642.5,475,792.5,698.5,177.5,0,430,330.5,1543,70,199,2017.5,0,229.5,280,72,283.5,0,95.5,861.5,574,190.5,0,243,218.5,44,519,30,0,588,365.5,904,383.5,101.5,390.5,0,0,10690.5,642.5,900,497,49.5,298,0,509,0,43,996.5,365,360.5,0,152,6345.5,691,168,0,229.5,144,0,0,112.5,122,0,151.5,0,255,366,123.5,0,0,0,0,566,307,276,537.5,0,185.5,0,0,0,1207,0,0,1271,987,0,2838,2531.5,0,0,0,0,204,0,278,0,4,0,0,0,109.5,0,0,0,672.5,0,0,0,0,0,83.5,0,0,0,0,0,1185,0,92.5,0,159.5,0,0,0,0,41,20,0,0,0,0,151,0,0,270,2384,3601,6762.5,15416,392,623.5,7059.5,1621,699,235,934,1441.5,653,2149,729,964.5,0,0,0,561.5,698,0,131,0,0,0,0,0,2337.5,16,0,0,0,0,1061,393.5,0,0,0,0,0,0,0,936,923.5,482.5,3041.5,4202,481.5,928.5,7958,213.5,8168.5,10166,0,455.5,2557.5,937,2605.5,905.5,5156,0,932,0,7559.5,3720.5,1467.5,2152.5,259.5,1238,0,1697,3415,0,57,3382,2245.5,11917.5,2494,3094.5,5516,5898.5,2190,542,3507.5,3595.5,1845.5,1300.5,3638,0
PBST wash.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.5,0,0,0,0,0,84,60.5,0,0,0,444.5,0,0,219.5,177.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,264.5,0,0,67.5,0,0,0,0,0
PBST wash.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,216.5,0,0,746.5,0,0,0,2800,0,0,844.5,1402.5,0,0,0,995.5,0,0,3092,0,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0
PBST wash.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,409.5,0,0,0,0,0,0,0,0,0,0
PBST wash.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5,0,2078,0,0,0,0,644.5,0,685,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,666.5,235,1165.5,0,0,0,0,0,0,0,0,0,0
PBST wash.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,0,0,0,0,159.5,814.5,3260,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,309.5,0,326.5,0,0,0,0,0,0,0,0,0,0
REF (Alexa 647+488).1,1539,1510.5,940,8130,111,6964,370,0,507,3639.5,5581.5,1255.5,4178.5,1108.5,623.5,3605.5,819.5,2542.5,34,2062,710.5,391.5,922.5,299.5,4025,6425,6720.5,157,5314,3312.5,1938,11820.5,2980.5,1316.5,840,388.5,726.5,43,7120.5,690.5,1597.5,8565,2102,4201.5,3923,1684,120,1451.5,1459.5,3241.5,507,4064,1656.5,3260.5,427.5,3786.5,3125,2165.5,1223.5,2627,1149.5,2437,417,2161,0,5141,1639.5,2328,1424.5,2470.5,342.5,2407.5,1875.5,2536.5,3707.5,2568,1170,2972.5,1399,0,1574,46.5,672,1096.5,2783,1707.5,2948,1199,2191.5,2068,932,5597,330.5,0,485.5,439,2557.5,683,2667,3151.5,1450,3251,1944,4704.5,1922.5,1526,855.5,4543.5,667,853,9921,9308.5,6444.5,1216.5,5095,2800,4916.5,14766,2085.5,890.5,158,1029,8584,520,20328.5,0,10961,8325,1192,2592,6575,2715,439,259,5431,684,415,2741.5,6495,622.5,286,2440.5,1790,2055,0,1006.5,1901.5,651.5,0,790,54,5087,1399,1036,3219,2149.5,138,2446.5,5231,8628.5,5077,6749,309,1063,3274,0,2559.5,0,194,520,1224.5,1130,235,1379,720.5,3326,837,1433.5,2553.5,9174,2469,1007,1757,980.5,1254,3502,970,3155.5,833,750,3486.5,1172.5,723,1175.5,854,1307,797.5,2648,2748,3052.5,3093.5,2000,3266.5,980.5,14289.5,2624,3153,10130.5,2140,3141,1798.5,5569.5,3420,5228,2220,5057,1386.5,5621.5,1640.5,7815,2145.5,4438.5,820,1210.5,2164.5,1722,0,3771.5,1835.5,7518,3321.5,2163.5,2128,2062,5296,3001,1337.5,3114.5,2250.5,9150.5,1879.5,4617,2125.5,1908,2713,1981,2074,0,2172.5,753.5,651,489.5,5642,1133.5,741,91,850.5,5555.5,1815.5,3489.5,1126,564
REF (Alexa 647+488).2,1564,317.5,1016,6369,0,6235,437,0,373,1864.5,3101.5,1512.5,3802.5,966.5,643.5,2351.5,596.5,1863.5,0,1616,692.5,510.5,258.5,459.5,1627,5273,7685.5,167,3504,2225.5,1886,9204.5,2045.5,1180.5,629,223.5,339.5,0,4436.5,806.5,1506.5,5766,3340,2724.5,3532,964,59,1446.5,1453.5,2727.5,354,3949,1552.5,3320.5,391.5,2887.5,3143,1041.5,599.5,1389,772.5,2789,333,1797,39,3732,1143.5,2160,3962.5,1967.5,281.5,1640.5,1628.5,3403.5,1475.5,2055,1044,4011.5,1101,0,1004,147.5,154,453.5,4411,405.5,2531,776,1756.5,2256,439,5114,1174.5,80,142.5,0,1175.5,806,1323,4334.5,1777,2326,883,4899.5,769.5,1313,1198.5,5258.5,362,2030,4404,5910.5,6161.5,1638.5,2754,540,4190.5,9964,1635.5,0,807,373,4571,1076,12926.5,0,7415,3349,4714,1822,4340,1707,603,897,4288,0,0,3111.5,4931,717.5,314,1503.5,963,348,0,0,1605.5,1131.5,0,1047,1532,6256,632,608,5288,2937.5,1071,1408.5,4742,11456.5,2293,3118,2127,974,2046,0,1663.5,0,504,43,1858.5,364,174,383,555.5,3105,1866,1256.5,1113.5,8531,2536,1029,1910,1014.5,757,4149,1322,2099.5,527,1003,4695.5,396.5,522,1760.5,833,1615,526.5,2139,1362,4654.5,2535.5,1557,4216.5,1334.5,14789.5,1239,2913,12129.5,1363,2042,4741.5,7333.5,10112,5633,874,5463,860.5,2862.5,1577.5,10219,2367.5,2816.5,464,491.5,3909.5,10080,0,2263.5,1375.5,6173,2907.5,2195.5,294,2591,4117,1812,1657.5,3667.5,3536.5,13251.5,1026.5,4471,1690.5,2968,10140,2117,1604,0,1804.5,676.5,742,1262.5,857,1635.5,371,749,1011.5,7729.5,827.5,3574.5,1229,485
RSV-A_A2_F.1,13659,6676.5,7026,4106,6837,2690,9319,3205.5,12284,5994.5,11200.5,9319.5,8547.5,7259.5,12289.5,6379.5,11198.5,12060.5,5861,14398,5113.5,9410.5,5809.5,11292.5,7601,11506,4627.5,5611,8940,6803.5,7693,6514.5,6278.5,8414.5,5305,5121.5,9803.5,8936,7853.5,9478.5,5318.5,3917,8049,9393.5,6827,9876,5198,11615.5,6364.5,9337.5,13819,4711,8443.5,6897.5,11281.5,8170.5,9352,9678.5,10852.5,6893,7223.5,8119,4461,6703,8578,4968,8315.5,4808,4474.5,7765.5,9220.5,6301.5,6077.5,11754.5,12487.5,6180,14561,8160.5,16010,7629,7932,11001.5,5939,4824.5,9205,8610.5,0,977,0,0,50,0,357.5,0,0,0,197.5,365,673,0,3541,138,884,3912.5,1207.5,252,940.5,83.5,556,1376,0,0,0,628.5,0,1130,0,0,61.5,842.5,0,2680,50,336,0,3025.5,0,0,0,0,1090,277,638,1851,0,0,0,89.5,0,249.5,236,981.5,163,359,0,0,0,3953.5,2336,2239,285,0,318,0,0,0,640,299.5,82,0,911,0,353,0,5245,0,0,0,1455,0,0,704,10430,25865,6273.5,9616,5504,3042.5,9061.5,10490,11023,2887,7392,11167.5,12794,13460,4938,19812.5,8352,7474,6078.5,9108.5,10354,7712.5,8652,7057,7180.5,4585,24473,2810.5,10840.5,8290,6063.5,891.5,1329.5,10185,1878,0,2278,1635,0,12651.5,0,2356,0,2853,2315.5,9611.5,11273.5,17827,4881.5,13605.5,9136,283.5,8492.5,8215,285,7571.5,5908.5,478,17674.5,6951.5,4994,0,8979,7466,1075.5,3928.5,2664.5,3276.5,3040.5,7185,7606.5,5768,8639,4856,7935,4978,8518.5,6459.5,10315,5118.5,11187,7027.5,9588,5648,4938.5,4151.5,7127.5,9621.5,10768,10802
RSV-A_A2_F.2,10613,6755.5,8794,3158,7296,2125,6444,2997.5,12966,5353.5,13067.5,8587.5,8833.5,8429.5,13703.5,5725.5,9154.5,10416.5,5300,9913,4863.5,11983.5,4760.5,10876.5,8762,9709,3823.5,7424,6126,5609.5,10087,4647.5,6423.5,6836.5,7648,4565.5,7859.5,7610,8231.5,9480.5,5162.5,4394,7305,7564.5,5948,9186,5366,6739.5,6058.5,8041.5,10853,2637,10483.5,6447.5,12131.5,6921.5,8020,5161.5,5635.5,6610,6214.5,5820,4449,5990,4521,4155,6506.5,4399,4360.5,7950.5,11020.5,7886.5,7005.5,11282.5,7341.5,6127,10548,10724.5,9658,4972,8712,9392.5,5101,6940.5,13117,9382.5,468,1007,0,615,1021,0,632.5,620,1197.5,245,1047.5,80,1217,0,4153,654,1060,3322.5,2130.5,97,1567.5,1134.5,0,1977,0,0,0,1210.5,0,1273,0,0,252.5,918.5,0,1133,662,260,0,2956.5,0,0,0,0,883,1436,1026,61,0,0,44,348.5,0,0,34,746.5,354,0,0,0,0,1574.5,2821,2040,265,0,0,527,0,0,1266,1738.5,373,0,774,0,0,104,2510,0,0,0,76,0,2628.5,686,10729,8616,6949.5,11009,4746,1491.5,10103.5,10828,9186,1970,6912,7931.5,7266,8242,5853,8352.5,6024,7197,7501.5,5596.5,13967,7759.5,6664,7930,6788.5,2694,22186,1808.5,10030.5,3165,3296.5,1205.5,0,7680,741,0,364,3210,0,5164.5,0,2179,387,1445,5537.5,6140.5,11629.5,17742,4273.5,11611.5,10725,327.5,9610.5,5048,3996,6094.5,4554.5,2106,19040.5,1484.5,11293,7902,10036,3573,978.5,2318.5,3843.5,6776.5,1812.5,8199,5719.5,5669,4988,13944,8417,3736,10498.5,7286.5,2052,7176.5,19763,8618.5,5169,4946,4394.5,7380.5,11549.5,13646.5,10797,13084
